risk_id,stock_code,company_name,risk_category,risk_flag,risk_description,source_id,severity,human_review_required,mitigation_or_next_step
RISK-00137,00055.HK,中星集团控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00138,00055.HK,中星集团控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00139,00057.HK,震雄集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00140,00057.HK,震雄集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00141,00057.HK,震雄集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00142,00058.HK,新威国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00143,00058.HK,新威国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00144,00058.HK,新威国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00145,00059.HK,天誉置业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00146,00059.HK,天誉置业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00147,00059.HK,天誉置业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00148,00060.HK,香港食品投资,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00149,00060.HK,香港食品投资,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00150,00060.HK,香港食品投资,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00151,00061.HK,绿领控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00152,00061.HK,绿领控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00153,00061.HK,绿领控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00154,00062.HK,载通,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00155,00062.HK,载通,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00156,00062.HK,载通,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00157,00063.HK,中亚烯谷集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00158,00063.HK,中亚烯谷集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00159,00063.HK,中亚烯谷集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00160,00064.HK,结好控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00161,00064.HK,结好控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00162,00064.HK,结好控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00163,00065.HK,弘海高新资源,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00164,00065.HK,弘海高新资源,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00165,00065.HK,弘海高新资源,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00166,00066.HK,港铁公司,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00167,00066.HK,港铁公司,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00168,00066.HK,港铁公司,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00169,00068.HK,MANYCORE TECH,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00170,00068.HK,MANYCORE TECH,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00171,00068.HK,MANYCORE TECH,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00172,00069.HK,香格里拉（亚洲）,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00173,00069.HK,香格里拉（亚洲）,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00174,00069.HK,香格里拉（亚洲）,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00175,00070.HK,金粤控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00176,00070.HK,金粤控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00177,00070.HK,金粤控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00178,00071.HK,美丽华酒店,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00179,00071.HK,美丽华酒店,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00180,00071.HK,美丽华酒店,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00181,00072.HK,超媒体控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00182,00072.HK,超媒体控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00183,00072.HK,超媒体控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00184,00073.HK,亚洲果业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00185,00073.HK,亚洲果业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00186,00073.HK,亚洲果业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00187,00075.HK,渝太地产,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00188,00075.HK,渝太地产,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00189,00075.HK,渝太地产,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00190,00076.HK,谊砾控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00191,00076.HK,谊砾控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00192,00076.HK,谊砾控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00193,00077.HK,进智公共交通,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00194,00077.HK,进智公共交通,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00195,00077.HK,进智公共交通,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00196,00078.HK,REGAL INT'L,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00197,00078.HK,REGAL INT'L,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00198,00078.HK,REGAL INT'L,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00199,00079.HK,世纪建业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00200,00079.HK,世纪建业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00201,00079.HK,世纪建业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00202,00080.HK,ＣＡＩ控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-00203,00080.HK,ＣＡＩ控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
